company_name,email,phone,trade,city,license_number,source,website,address,province,rating
My House Design/Build Team Ltd.,,,Licensed Residential Builder,,32481,BCHousing,,,BC,
My Tho Developments Ltd,,,Licensed Residential Builder,,38834,BCHousing,,,BC,
Myatovic Construction Ltd.,,,Licensed Residential Builder,,20091,BCHousing,,,BC,
Myhome Real Estate Corp.,,,Licensed Residential Builder,,41020,BCHousing,,,BC,
MyHomedesigner.com Ltd.,,,Licensed Residential Builder,,39347,BCHousing,,,BC,
MYK Construction Ltd.,,,Licensed Residential Builder,,25671,BCHousing,,,BC,
Mykarson Homes Ltd.,,,Licensed Residential Builder,,39771,BCHousing,,,BC,
Mysa Construction Ltd.,,,Licensed Residential Builder,,52362,BCHousing,,,BC,
Myton Investments Ltd.,,,Licensed Residential Builder,,42859,BCHousing,,,BC,
N & H Contracting (P.G.) Ltd.,,,Licensed Residential Builder,,20533,BCHousing,,,BC,
N & M Homes Ltd.,,,Licensed Residential Builder,,35852,BCHousing,,,BC,
N Burns Contracting Ltd.,,,Licensed Residential Builder,,43499,BCHousing,,,BC,
N D Homes Ltd.,,,Licensed Residential Builder,,24117,BCHousing,,,BC,
N K S Homes Ltd.,,,Licensed Residential Builder,,34051,BCHousing,,,BC,
N P Custom Homes Ltd.,,,Licensed Residential Builder,,41997,BCHousing,,,BC,
N S C General Contracting Ltd.,,,Licensed Residential Builder,,24100,BCHousing,,,BC,
N. & H. Contracting Ltd.,,,Licensed Residential Builder,,20031,BCHousing,,,BC,
N. Girard Contracting Limited,,,Licensed Residential Builder,,54055,BCHousing,,,BC,
N. Moscone Contracting Ltd.,,,Licensed Residential Builder,,21191,BCHousing,,,BC,
N.C.M. Construction Ltd.,,,Licensed Residential Builder,,21742,BCHousing,,,BC,
NA Construction Inc.,,,Licensed Residential Builder,,50364,BCHousing,,,BC,
Nadeau & Sons Contracting Ltd.,,,Licensed Residential Builder,,21195,BCHousing,,,BC,
Nader Rezania,,,Licensed Residential Builder,,53598,BCHousing,,,BC,
NAG Construction Co. Ltd.,,,Licensed Residential Builder,,20304,BCHousing,,,BC,
Nagra Bros Homes Ltd.,,,Licensed Residential Builder,,49479,BCHousing,,,BC,
Naikoon Contracting Ltd.,,,Licensed Residential Builder,,33969,BCHousing,,,BC,
Namdhari Construction Limited,,,Licensed Residential Builder,,53493,BCHousing,,,BC,
Namo Construction Ltd.,,,Licensed Residential Builder,,39894,BCHousing,,,BC,
Nanaimo and 10th Limited Partnership,,,Licensed Residential Builder,,52816,BCHousing,,,BC,
Nanak Construction & Framing Ltd.,,,Licensed Residential Builder,,45276,BCHousing,,,BC,
Nanakson Homes Ltd.,,,Licensed Residential Builder,,53207,BCHousing,,,BC,
Nand's Plumbing & Tiles Ltd.,,,Licensed Residential Builder,,40680,BCHousing,,,BC,
Naranjan Singh Parhar,,,Licensed Residential Builder,,26438,BCHousing,,,BC,
Narinder Kaur Gill,,,Licensed Residential Builder,,31676,BCHousing,,,BC,
Narinder Shoker & Sukhvinder Singh Harry,,,Licensed Residential Builder,,56349,BCHousing,,,BC,
Narinder Singh Grewal,,,Licensed Residential Builder,,38267,BCHousing,,,BC,
Naroana Construction Ltd.,,,Licensed Residential Builder,,32977,BCHousing,,,BC,
Narrow Gate Developments Ltd.,,,Licensed Residential Builder,,53186,BCHousing,,,BC,
Nash Custom Homes Inc.,,,Licensed Residential Builder,,39666,BCHousing,,,BC,
Natcon Management Corp.,,,Licensed Residential Builder,,48856,BCHousing,,,BC,
Nathan Huisman,,,Licensed Residential Builder,,57514,BCHousing,,,BC,
National Design Builders Ltd.,,,Licensed Residential Builder,,39923,BCHousing,,,BC,
Natt Brothers Homes Ltd.,,,Licensed Residential Builder,,23415,BCHousing,,,BC,
Natt Development Ltd.,,,Licensed Residential Builder,,53862,BCHousing,,,BC,
Natt Star Homes Ltd.,,,Licensed Residential Builder,,39538,BCHousing,,,BC,
Natural Balance Development Group Inc,,,Licensed Residential Builder,,32954,BCHousing,,,BC,
Natures Edge Contracting Ltd.,,,Licensed Residential Builder,,48621,BCHousing,,,BC,
Navani Constructions Ltd,,,Licensed Residential Builder,,43902,BCHousing,,,BC,
Navigator Properties Inc.,,,Licensed Residential Builder,,41535,BCHousing,,,BC,
Navit Construction & Development Ltd.,,,Licensed Residential Builder,,54753,BCHousing,,,BC,
Navpoint Homes Ltd.,,,Licensed Residential Builder,,43591,BCHousing,,,BC,
Naya Home Ltd.,,,Licensed Residential Builder,,55925,BCHousing,,,BC,
Nayyar Developments Ltd.,,,Licensed Residential Builder,,41417,BCHousing,,,BC,
Nazz Homes Ltd.,,,Licensed Residential Builder,,54604,BCHousing,,,BC,
NDN Partners Inc.,,,Licensed Residential Builder,,49915,BCHousing,,,BC,
NDY Contracting Ltd.,,,Licensed Residential Builder,,49570,BCHousing,,,BC,
Nebula Homes Ltd.,,,Licensed Residential Builder,,50311,BCHousing,,,BC,
Nedcan Construction Ltd.,,,Licensed Residential Builder,,38233,BCHousing,,,BC,
Need Brophy Services Ltd.,,,Licensed Residential Builder,,20840,BCHousing,,,BC,
Neelkamal Brar,,,Licensed Residential Builder,,57653,BCHousing,,,BC,
Neels Construction Ltd.,,,Licensed Residential Builder,,24536,BCHousing,,,BC,
NEK Homes Ltd,,,Licensed Residential Builder,,32747,BCHousing,,,BC,
Neoom Constructions Inc.,,,Licensed Residential Builder,,36785,BCHousing,,,BC,
Neopacific Development Inc.,,,Licensed Residential Builder,,30423,BCHousing,,,BC,
Neptune Homes Ltd,,,Licensed Residential Builder,,32961,BCHousing,,,BC,
Nest Builders Ltd.,,,Licensed Residential Builder,,49477,BCHousing,,,BC,
Nestcraft Developments Ltd.,,,Licensed Residential Builder,,44704,BCHousing,,,BC,
Nester Homes Ltd,,,Licensed Residential Builder,,43082,BCHousing,,,BC,
Nestworks Construction Ltd.,,,Licensed Residential Builder,,40446,BCHousing,,,BC,
Neumann Solutions Inc.,,,Licensed Residential Builder,,56185,BCHousing,,,BC,
New Byld Developments Ltd,,,Licensed Residential Builder,,53839,BCHousing,,,BC,
New City Contracting Ltd.,,,Licensed Residential Builder,,30573,BCHousing,,,BC,
New Classy Homes Construction Ltd.,,,Licensed Residential Builder,,34441,BCHousing,,,BC,
New Country Holdings Ltd.,,,Licensed Residential Builder,,56796,BCHousing,,,BC,
New Decade Development Inc.,,,Licensed Residential Builder,,38401,BCHousing,,,BC,
New Design Homes Ltd.,,,Licensed Residential Builder,,33183,BCHousing,,,BC,
New Edge Construction Ltd.,,,Licensed Residential Builder,,35697,BCHousing,,,BC,
New Era Home Construction Ltd.,,,Licensed Residential Builder,,41835,BCHousing,,,BC,
New Era Prestige Homes Ltd.,,,Licensed Residential Builder,,48844,BCHousing,,,BC,
New Galaxy Building & Development Ltd.,,,Licensed Residential Builder,,37614,BCHousing,,,BC,
New Golden Developments Ltd.,,,Licensed Residential Builder,,41001,BCHousing,,,BC,
New Guildford Station Limited Partnership,,,Licensed Residential Builder,,52256,BCHousing,,,BC,
New Homes Global Enterprises Ltd.,,,Licensed Residential Builder,,43885,BCHousing,,,BC,
New Horizon Development Ltd.,,,Licensed Residential Builder,,20403,BCHousing,,,BC,
New Image Homes Ltd.,,,Licensed Residential Builder,,24124,BCHousing,,,BC,
New Legacy Homes Corp.,,,Licensed Residential Builder,,39580,BCHousing,,,BC,
New Life Custom Homes Ltd.,,,Licensed Residential Builder,,55994,BCHousing,,,BC,
New Life Quality Homes Ltd.,,,Licensed Residential Builder,,50442,BCHousing,,,BC,
New Look Developments Ltd.,,,Licensed Residential Builder,,41096,BCHousing,,,BC,
New Look Properties Inc.,,,Licensed Residential Builder,,40335,BCHousing,,,BC,
New Maple Land Construction Ltd.,,,Licensed Residential Builder,,40486,BCHousing,,,BC,
New Metro Holdings Ltd.,,,Licensed Residential Builder,,41073,BCHousing,,,BC,
New Modern Home Development Ltd.,,,Licensed Residential Builder,,39455,BCHousing,,,BC,
New Primary Colours (Canada) Art Ltd.,,,Licensed Residential Builder,,35255,BCHousing,,,BC,
New Radiant Homes Ltd.,,,Licensed Residential Builder,,37342,BCHousing,,,BC,
New Rising Construction Ltd.,,,Licensed Residential Builder,,38004,BCHousing,,,BC,
New Spring Homes Limited,,,Licensed Residential Builder,,46972,BCHousing,,,BC,
New Standard Homes Ltd.,,,Licensed Residential Builder,,38272,BCHousing,,,BC,
New Style Homes Ltd.,,,Licensed Residential Builder,,40484,BCHousing,,,BC,
New Superior Home Inspection Services Ltd.,,,Licensed Residential Builder,,37103,BCHousing,,,BC,
New Tradition Construction Ltd.,,,Licensed Residential Builder,,25470,BCHousing,,,BC,
New Valley Holdings Ltd.,,,Licensed Residential Builder,,44117,BCHousing,,,BC,
New Venture Custom Homes Ltd.,,,Licensed Residential Builder,,21156,BCHousing,,,BC,
New Villa Holdings Ltd.,,,Licensed Residential Builder,,32232,BCHousing,,,BC,
New Village Construction Ltd.,,,Licensed Residential Builder,,41858,BCHousing,,,BC,
New Vision Projects Inc.,,,Licensed Residential Builder,,43832,BCHousing,,,BC,
New West Development Corporation,,,Licensed Residential Builder,,26802,BCHousing,,,BC,
Neway Development Ltd.,,,Licensed Residential Builder,,34085,BCHousing,,,BC,
Newcan Development Ltd.,,,Licensed Residential Builder,,39927,BCHousing,,,BC,
Newcan Homes Ltd.,,,Licensed Residential Builder,,48718,BCHousing,,,BC,
Newlines Contracting Inc.,,,Licensed Residential Builder,,47742,BCHousing,,,BC,
Newport Developments Ltd,,,Licensed Residential Builder,,47718,BCHousing,,,BC,
Newport Structures Ltd.,,,Licensed Residential Builder,,46395,BCHousing,,,BC,
Newstar Homes 2025 Ltd.,,,Licensed Residential Builder,,57793,BCHousing,,,BC,
Newton High-Tech Homes Ltd.,,,Licensed Residential Builder,,42197,BCHousing,,,BC,
NewTouch Construction Ltd.,,,Licensed Residential Builder,,41564,BCHousing,,,BC,
Nexbuild Construction Corporation,,,Licensed Residential Builder,,27111,BCHousing,,,BC,
NexCity Homes Corporation,,,Licensed Residential Builder,,41865,BCHousing,,,BC,
Nexocon Enterprises Inc.,,,Licensed Residential Builder,,43199,BCHousing,,,BC,
Nexst Clive Development Limited Partnership,,,Licensed Residential Builder,,57103,BCHousing,,,BC,
Next Chapter Homes Inc.,,,Licensed Residential Builder,,57492,BCHousing,,,BC,
Nextgen Developments Ltd.,,,Licensed Residential Builder,,40435,BCHousing,,,BC,
Nextlevel Modular Inc.,,,Licensed Residential Builder,,48771,BCHousing,,,BC,
Nextview Developments Inc.,,,Licensed Residential Builder,,38855,BCHousing,,,BC,
Nexus Construction Ltd.,,,Licensed Residential Builder,,36674,BCHousing,,,BC,
Nexvan Custom Homes Inc.,,,Licensed Residential Builder,,56963,BCHousing,,,BC,
Nguyen Kim Construction Inc.,,,Licensed Residential Builder,,46163,BCHousing,,,BC,
NH (Baycrest) Limited Partnership,,,Licensed Residential Builder,,54309,BCHousing,,,BC,
Niagara Custom Homes Ltd.,,,Licensed Residential Builder,,48725,BCHousing,,,BC,
Niax Development Inc.,,,Licensed Residential Builder,,50053,BCHousing,,,BC,
Nicholas Henderson & Nyla Attiana,,,Licensed Residential Builder,,52230,BCHousing,,,BC,
Nicholas Kitchen,,,Licensed Residential Builder,,52654,BCHousing,,,BC,
Nicholas Sills and Andre Morf,,,Licensed Residential Builder,,49679,BCHousing,,,BC,
Nick Linden Construction West Ltd.,,,Licensed Residential Builder,,34061,BCHousing,,,BC,
Nick Pringle Construction Ltd.,,,Licensed Residential Builder,,53520,BCHousing,,,BC,
Nick West Developments Ltd.,,,Licensed Residential Builder,,37022,BCHousing,,,BC,
Nicol Construction Ltd.,,,Licensed Residential Builder,,42708,BCHousing,,,BC,
Nicolaas Construction Incorporated,,,Licensed Residential Builder,,38172,BCHousing,,,BC,
Nicons Enterprises Ltd.,,,Licensed Residential Builder,,43523,BCHousing,,,BC,
Nihal Amsan Construction Ltd.,,,Licensed Residential Builder,,43860,BCHousing,,,BC,
Nijjar Masonry Ltd.,,,Licensed Residential Builder,,44602,BCHousing,,,BC,
Nijjer Investments Corporation,,,Licensed Residential Builder,,34148,BCHousing,,,BC,
Nikari Homes Ltd.,,,Licensed Residential Builder,,52383,BCHousing,,,BC,
Nine Rock Developments Inc.,,,Licensed Residential Builder,,48102,BCHousing,,,BC,
Ninety Four Development Ltd.,,,Licensed Residential Builder,,45662,BCHousing,,,BC,
Nirvana Homes Ltd.,,,Licensed Residential Builder,,48806,BCHousing,,,BC,
Nisha Construction Inc.,,,Licensed Residential Builder,,43549,BCHousing,,,BC,
Nishan Development Ltd.,,,Licensed Residential Builder,,30099,BCHousing,,,BC,
Niso Construction Inc.,,,Licensed Residential Builder,,55985,BCHousing,,,BC,
Nivas Properties Ltd.,,,Licensed Residential Builder,,55320,BCHousing,,,BC,
NJD Holdings Inc.,,,Licensed Residential Builder,,25635,BCHousing,,,BC,
NJND Homes Ltd.,,,Licensed Residential Builder,,52993,BCHousing,,,BC,
No 5 Enterprises Ltd.,,,Licensed Residential Builder,,30596,BCHousing,,,BC,
No Complaint Construction Ltd,,,Licensed Residential Builder,,47214,BCHousing,,,BC,
Nobel Homes Inc.,,,Licensed Residential Builder,,49412,BCHousing,,,BC,
Noble Construction Management Corp.,,,Licensed Residential Builder,,55698,BCHousing,,,BC,
Nofziger Construction Inc.,,,Licensed Residential Builder,,46973,BCHousing,,,BC,
Noka Homes Ltd,,,Licensed Residential Builder,,47166,BCHousing,,,BC,
Noor Construction Inc.,,,Licensed Residential Builder,,39514,BCHousing,,,BC,
Noort Developments Ltd.,,,Licensed Residential Builder,,38712,BCHousing,,,BC,
Noort Holdings Ltd.,,,Licensed Residential Builder,,20621,BCHousing,,,BC,
Nora West 26 G.P. Inc.,,,Licensed Residential Builder,,49791,BCHousing,,,BC,
Noran West Developments Ltd.,,,Licensed Residential Builder,,47574,BCHousing,,,BC,
Norcon Developments Ltd.,,,Licensed Residential Builder,,44338,BCHousing,,,BC,
Nordecon Developments Ltd.,,,Licensed Residential Builder,,57004,BCHousing,,,BC,
Nordel Developments Ltd.,,,Licensed Residential Builder,,36486,BCHousing,,,BC,
Nordel Homes Ltd.,,,Licensed Residential Builder,,41192,BCHousing,,,BC,
Nordic Projects Ltd.,,,Licensed Residential Builder,,46567,BCHousing,,,BC,
Nordica General Contracting Ltd.,,,Licensed Residential Builder,,57681,BCHousing,,,BC,
Nordica Holdings Ltd,,,Licensed Residential Builder,,57789,BCHousing,,,BC,
Nordstar Construction Ltd.,,,Licensed Residential Builder,,45914,BCHousing,,,BC,
Norfield Development Ltd,,,Licensed Residential Builder,,47561,BCHousing,,,BC,
Norfolk Construction Ltd.,,,Licensed Residential Builder,,42140,BCHousing,,,BC,
Norlagh Enterprises Ltd.,,,Licensed Residential Builder,,20824,BCHousing,,,BC,
Norlux Construction Ltd.,,,Licensed Residential Builder,,21088,BCHousing,,,BC,
Norman Cowan,,,Licensed Residential Builder,,53259,BCHousing,,,BC,
Norman Homes Inc.,,,Licensed Residential Builder,,27476,BCHousing,,,BC,
Normar Development Ltd.,,,Licensed Residential Builder,,23129,BCHousing,,,BC,
Norstar Developments Ltd,,,Licensed Residential Builder,,48649,BCHousing,,,BC,
North + Oak Builders Group Ltd.,,,Licensed Residential Builder,,56455,BCHousing,,,BC,
North 49 Projects Ltd.,,,Licensed Residential Builder,,46817,BCHousing,,,BC,
North America Homes Enterprise Ltd.,,,Licensed Residential Builder,,28140,BCHousing,,,BC,
North American Smart Group,,,Licensed Residential Builder,,41248,BCHousing,,,BC,
North Arc Properties 200th Street Inc.,,,Licensed Residential Builder,,57767,BCHousing,,,BC,
North Arc Properties 2022 Ltd.,,,Licensed Residential Builder,,56654,BCHousing,,,BC,
North Arc Properties 76 Ave Ltd.,,,Licensed Residential Builder,,53049,BCHousing,,,BC,
North Built Construction Ltd.,,,Licensed Residential Builder,,47876,BCHousing,,,BC,
North Canyon Contracting Inc.,,,Licensed Residential Builder,,46165,BCHousing,,,BC,
North Cariboo Homes Ltd.,,,Licensed Residential Builder,,27321,BCHousing,,,BC,
North Crown Developments Ltd,,,Licensed Residential Builder,,43677,BCHousing,,,BC,
North Face Construction Inc.,,,Licensed Residential Builder,,25827,BCHousing,,,BC,
North Grand Homes Ltd.,,,Licensed Residential Builder,,46962,BCHousing,,,BC,
North Grove Homes Inc.,,,Licensed Residential Builder,,45614,BCHousing,,,BC,
North Hills Developments Ltd.,,,Licensed Residential Builder,,36442,BCHousing,,,BC,
North Mountain Construction Ltd.,,,Licensed Residential Builder,,36992,BCHousing,,,BC,
North Nechako Homes Ltd.,,,Licensed Residential Builder,,41214,BCHousing,,,BC,
North Oriental Construction Ltd.,,,Licensed Residential Builder,,46154,BCHousing,,,BC,
North Sea Contracting Ltd.,,,Licensed Residential Builder,,52181,BCHousing,,,BC,
North Shore Platinum Homes Ltd,,,Licensed Residential Builder,,36770,BCHousing,,,BC,
North Valley Design & Consulting Ltd.,,,Licensed Residential Builder,,46418,BCHousing,,,BC,
North West Pacific Contracting Ltd.,,,Licensed Residential Builder,,43787,BCHousing,,,BC,
North Winds Developments Ltd.,,,Licensed Residential Builder,,20925,BCHousing,,,BC,
Northbank Construction Ltd.,,,Licensed Residential Builder,,57053,BCHousing,,,BC,
Northcrest Contracting Ltd.,,,Licensed Residential Builder,,39918,BCHousing,,,BC,
Northern Apex Custom Designs Ltd.,,,Licensed Residential Builder,,46265,BCHousing,,,BC,
Northern Built Homes Ltd.,,,Licensed Residential Builder,,57479,BCHousing,,,BC,
Northern Gate Construction Ltd.,,,Licensed Residential Builder,,41779,BCHousing,,,BC,
Northern Lights College,,,Licensed Residential Builder,,25307,BCHousing,,,BC,
Northern Pacific Homes Inc.,,,Licensed Residential Builder,,49897,BCHousing,,,BC,
Northern Priority Construction Ltd.,,,Licensed Residential Builder,,29822,BCHousing,,,BC,
Northern Sun Developments Ltd.,,,Licensed Residential Builder,,45858,BCHousing,,,BC,
Northernview Custom Homes Ltd.,,,Licensed Residential Builder,,32207,BCHousing,,,BC,
Northgate Developments Ltd.,,,Licensed Residential Builder,,28208,BCHousing,,,BC,
Northland Developments Ltd.,,,Licensed Residential Builder,,53085,BCHousing,,,BC,
Northland Properties Corporation,,,Licensed Residential Builder,,53354,BCHousing,,,BC,
NorthRock Management Ltd.,,,Licensed Residential Builder,,24255,BCHousing,,,BC,
North's Choices Homes Ltd.,,,Licensed Residential Builder,,27574,BCHousing,,,BC,
Northstar Mountain Homes & Renovations Ltd.,,,Licensed Residential Builder,,45643,BCHousing,,,BC,
Northwest Construction (Chilliwack) Ltd.,,,Licensed Residential Builder,,39703,BCHousing,,,BC,
Northwest Rebar Ltd.,,,Licensed Residential Builder,,48867,BCHousing,,,BC,
Northwest Rim Construction Ltd.,,,Licensed Residential Builder,,40478,BCHousing,,,BC,
Northwind Construction Ltd,,,Licensed Residential Builder,,42535,BCHousing,,,BC,
NorthX Build Group Ltd.,,,Licensed Residential Builder,,53698,BCHousing,,,BC,
Northx Homes Ltd.,,,Licensed Residential Builder,,49489,BCHousing,,,BC,
Norwood Development Ltd.,,,Licensed Residential Builder,,26841,BCHousing,,,BC,
Noura Homes (Cameron Crt) Holdings Inc.,,,Licensed Residential Builder,,52714,BCHousing,,,BC,
Noura Homes (Marble Hill) Holdings Inc.,,,Licensed Residential Builder,,52716,BCHousing,,,BC,
Noura Homes Ltd.,,,Licensed Residential Builder,,50173,BCHousing,,,BC,
Novacom Building Partners Ltd.,,,Licensed Residential Builder,,45596,BCHousing,,,BC,
Novak Contracting & Construction Ltd.,,,Licensed Residential Builder,,40195,BCHousing,,,BC,
Novamax Contracting Ltd.,,,Licensed Residential Builder,,51794,BCHousing,,,BC,
Novell Construction Ltd.,,,Licensed Residential Builder,,35713,BCHousing,,,BC,
Novero Homes and Renovations Ltd.,,,Licensed Residential Builder,,43510,BCHousing,,,BC,
Novin Boom Construction Ltd.,,,Licensed Residential Builder,,44154,BCHousing,,,BC,
Novus Properties Inc.,,,Licensed Residential Builder,,39565,BCHousing,,,BC,
NPGH Services Inc.,,,Licensed Residential Builder,,57209,BCHousing,,,BC,
NPH Construction Inc.,,,Licensed Residential Builder,,42769,BCHousing,,,BC,
NPKS Construction Ltd.,,,Licensed Residential Builder,,39963,BCHousing,,,BC,
NRB Contracting Ltd,,,Licensed Residential Builder,,38305,BCHousing,,,BC,
NRG Homes Inc.,,,Licensed Residential Builder,,32745,BCHousing,,,BC,
NRGTEK Construction Corp.,,,Licensed Residential Builder,,48579,BCHousing,,,BC,
NRT Development Ltd.,,,Licensed Residential Builder,,53240,BCHousing,,,BC,
NSB North Shore Builders Ltd.,,,Licensed Residential Builder,,42322,BCHousing,,,BC,
NSJ Investments Inc.,,,Licensed Residential Builder,,25501,BCHousing,,,BC,
NSL Construction Ltd.,,,Licensed Residential Builder,,56427,BCHousing,,,BC,
NSP Enterprises Ltd.,,,Licensed Residential Builder,,43070,BCHousing,,,BC,
NTR Developments Ltd.,,,Licensed Residential Builder,,37700,BCHousing,,,BC,
Nu Level Construction Ltd.,,,Licensed Residential Builder,,37543,BCHousing,,,BC,
Nu Mainland Construction Management Ltd.,,,Licensed Residential Builder,,34262,BCHousing,,,BC,
Nuance Ventures Ltd.,,,Licensed Residential Builder,,37006,BCHousing,,,BC,
Nubay Construction Ltd.,,,Licensed Residential Builder,,55918,BCHousing,,,BC,
Nubuild Projects Ltd.,,,Licensed Residential Builder,,55878,BCHousing,,,BC,
Nucasa Development Inc.,,,Licensed Residential Builder,,31992,BCHousing,,,BC,
NuHaus Homes Ltd.,,,Licensed Residential Builder,,33100,BCHousing,,,BC,
Nulook Housing Inc.,,,Licensed Residential Builder,,41067,BCHousing,,,BC,
NuPeace Builders Ltd,,,Licensed Residential Builder,,47442,BCHousing,,,BC,
NUQO Holdings Inc.,,,Licensed Residential Builder,,54491,BCHousing,,,BC,
NUVON Homes Ltd.,,,Licensed Residential Builder,,55755,BCHousing,,,BC,
NVH Developments Ltd.,,,Licensed Residential Builder,,45821,BCHousing,,,BC,
NVN Investments Inc,,,Licensed Residential Builder,,47131,BCHousing,,,BC,
NW Homes Ltd,,,Licensed Residential Builder,,46507,BCHousing,,,BC,
NXT LVL Homes Ltd,,,Licensed Residential Builder,,37912,BCHousing,,,BC,
Nykl Contracting Ltd.,,,Licensed Residential Builder,,46310,BCHousing,,,BC,
NZ Builders Ltd.,,,Licensed Residential Builder,,33298,BCHousing,,,BC,
"O.M.G. Mastercraft Construction, Design and Renovations Ltd.",,,Licensed Residential Builder,,38031,BCHousing,,,BC,
Oak 37 BT Limited,,,Licensed Residential Builder,,52932,BCHousing,,,BC,
Oak and Stone Living Inc.,,,Licensed Residential Builder,,56313,BCHousing,,,BC,
Oak Bay Construction (1989) Ltd.,,,Licensed Residential Builder,,20592,BCHousing,,,BC,
Oak Mount Homes Ltd.,,,Licensed Residential Builder,,40683,BCHousing,,,BC,
Oak Valley Homes Ltd.,,,Licensed Residential Builder,,44968,BCHousing,,,BC,
Oak View Homes Ltd.,,,Licensed Residential Builder,,47403,BCHousing,,,BC,
Oak Vista Developments Corp.,,,Licensed Residential Builder,,51847,BCHousing,,,BC,
Oak West Development Corp.,,,Licensed Residential Builder,,33234,BCHousing,,,BC,
Oak32 Holdings Ltd.,,,Licensed Residential Builder,,50336,BCHousing,,,BC,
Oak49 Developments Ltd.,,,Licensed Residential Builder,,41966,BCHousing,,,BC,
OakCrest Homes & Development Ltd.,,,Licensed Residential Builder,,56626,BCHousing,,,BC,
Oakdale Kemsley Project Limited Partnership,,,Licensed Residential Builder,,54151,BCHousing,,,BC,
Oakdale Project Limited Partnership,,,Licensed Residential Builder,,50156,BCHousing,,,BC,
Oakdale Tyndall Project Limited Partnership,,,Licensed Residential Builder,,53423,BCHousing,,,BC,
Oakehart Construction Inc.,,,Licensed Residential Builder,,44583,BCHousing,,,BC,
Oakes Custom Homes Ltd,,,Licensed Residential Builder,,45931,BCHousing,,,BC,
Oakfort Homes Ltd.,,,Licensed Residential Builder,,38689,BCHousing,,,BC,
Oakglen Homes Ltd.,,,Licensed Residential Builder,,41593,BCHousing,,,BC,
Oakheart Construction Limited,,,Licensed Residential Builder,,54480,BCHousing,,,BC,
Oakhill Enterprises Ltd.,,,Licensed Residential Builder,,26213,BCHousing,,,BC,
Oakland Construction Ltd.,,,Licensed Residential Builder,,31151,BCHousing,,,BC,
Oaklane Homes Ltd.,,,Licensed Residential Builder,,37853,BCHousing,,,BC,
Oakridge Residential B12 Limited Partnership,,,Licensed Residential Builder,,49181,BCHousing,,,BC,
Oakridge Residential B3 Limited Partnership,,,Licensed Residential Builder,,45685,BCHousing,,,BC,
Oakridge Residential B4 Limited Partnership,,,Licensed Residential Builder,,45686,BCHousing,,,BC,
Oakridge Residential B6 Limited Partnership,,,Licensed Residential Builder,,47744,BCHousing,,,BC,
Oakridge Residential B7 Limited Partnership,,,Licensed Residential Builder,,47743,BCHousing,,,BC,
Oakspring Developments Inc,,,Licensed Residential Builder,,47998,BCHousing,,,BC,
Oaktree Development and Service Corporation,,,Licensed Residential Builder,,55760,BCHousing,,,BC,
Oakvilla Custom Homes Ltd.,,,Licensed Residential Builder,,54361,BCHousing,,,BC,
Oakville Homes Ltd.,,,Licensed Residential Builder,,23742,BCHousing,,,BC,
Oakwood Pacific Construction Ltd.,,,Licensed Residential Builder,,44844,BCHousing,,,BC,
Oakwood Spaces Ltd.,,,Licensed Residential Builder,,52806,BCHousing,,,BC,
Oat Development Ltd.,,,Licensed Residential Builder,,41955,BCHousing,,,BC,
Oat Teri Custom Homes Ltd.,,,Licensed Residential Builder,,41844,BCHousing,,,BC,
Oberizon Homes Inc.,,,Licensed Residential Builder,,53573,BCHousing,,,BC,
Oberoi And Sons Real Estate Investment Ltd.,,,Licensed Residential Builder,,57918,BCHousing,,,BC,
Oberoi Homes Ltd.,,,Licensed Residential Builder,,57177,BCHousing,,,BC,
O'Brien Contracting Ltd.,,,Licensed Residential Builder,,56367,BCHousing,,,BC,
Ocana Construction (2002) Ltd.,,,Licensed Residential Builder,,21126,BCHousing,,,BC,
Occasio Fine Homes Inc.,,,Licensed Residential Builder,,38161,BCHousing,,,BC,
Ocean Pacific Contractors Ltd.,,,Licensed Residential Builder,,49493,BCHousing,,,BC,
Ocean Villa Holdings Ltd.,,,Licensed Residential Builder,,41275,BCHousing,,,BC,
Ocean Village Homes Inc.,,,Licensed Residential Builder,,44614,BCHousing,,,BC,
Ocean West Construction Ltd.,,,Licensed Residential Builder,,22289,BCHousing,,,BC,
Oceanicflo Construction + Development Corporation,,,Licensed Residential Builder,,33620,BCHousing,,,BC,
Oceanridge Homes Ltd.,,,Licensed Residential Builder,,39819,BCHousing,,,BC,
Oceanview Homes Development Ltd.,,,Licensed Residential Builder,,49577,BCHousing,,,BC,
Oceanwood Developments Ltd.,,,Licensed Residential Builder,,32261,BCHousing,,,BC,
OCL Shannon Lake Development Ltd.,,,Licensed Residential Builder,,48614,BCHousing,,,BC,
Octave Homes Inc.,,,Licensed Residential Builder,,34442,BCHousing,,,BC,
O'Durnin Developments Ltd.,,,Licensed Residential Builder,,23993,BCHousing,,,BC,
O'Dwyer Contracting Ltd.,,,Licensed Residential Builder,,44542,BCHousing,,,BC,
Ogden Contracting Ltd.,,,Licensed Residential Builder,,48437,BCHousing,,,BC,
O'Hara Holdings Inc.,,,Licensed Residential Builder,,57397,BCHousing,,,BC,
Oholiab Homes Ltd.,,,Licensed Residential Builder,,56336,BCHousing,,,BC,
OK Glacier Homes Inc.,,,Licensed Residential Builder,,31960,BCHousing,,,BC,
Okanagan Avalanche Homes Ltd.,,,Licensed Residential Builder,,50270,BCHousing,,,BC,
Okanagan Custom Homes Ltd.,,,Licensed Residential Builder,,25976,BCHousing,,,BC,
