company_name,domain,rdap_email,registrant_name,match_score,tier,trade,city,province
Illumi Electric Inc,illumielectric.com,DomainAbuse@service.aliyun.com,Alibaba Cloud Computing Ltd. d/b/a HiChina (www.net.cn),0.271,tier3,Electrical Contractor,Brampton,ON
Leeside Electrical Services Inc,leesideelectrical.com,domain-abuse@wix.com,Wix.com Ltd.,0.167,tier3,Electrical Contractor,Oxford Mills,ON
Enk Electrical Inc,enkelectrical.com,abuse@bluehost.com,Launchpad.com Inc.,0.231,tier3,Electrical Contractor,Woodbridge,ON
GPI Contracting Inc,gpi.com,abusecomplaints@markmonitor.com,MarkMonitor Inc.,0.143,tier3,Electrical Contractor,Red Rock,ON
Northern Light Electrical,northernlightelectrical.com,abuse@domainbox.com,Mesh Digital Limited,0.378,tier3,Electrical Contractor,Woodville,ON
C.G.A Contracting,cga.com,abuse@dynadot.com,Dynadot Inc,0.2,tier3,Electrical Contractor,Bradford,ON
Allison Electric,allisonelectric.com,abuse@enom.com,"eNom, LLC",0.1,tier3,Electrical Contractor,Roblin,ON
Elec Tricks Inc.,elec-tricks.com,abuse@ovh.net,OVH sas,0.222,tier3,Electrical Contractor,Pickering,ON
Mr Power Tech Inc,mrpowertech.com,abuse@key-systems.net,Key-Systems GmbH,0.276,tier3,Electrical Contractor,Scarborough,ON
Freedom Technical Services Ltd.,freedomtechnical.com,abuse@register.it,Register SPA,0.345,tier3,Electrical Contractor,Grimsby,ON
Bde Ltd.,bde.com,abuse@uniregistry.com,GoDaddy Online Services Cayman Islands Ltd.,0.125,tier3,Electrical Contractor,Cornwall,ON
Lebold Electric Inc,leboldelectric.com,domain.operations@web.com,"Domain.com - Network Solutions, LLC",0.176,tier3,Electrical Contractor,Wellesley,ON
Volta Electric,volta-electric.com,abuse@godaddy.com,"GoDaddy.com, LLC",0.25,tier3,Electrical Contractor,Newmarket,ON
Bud'S Power Solutions,budspower.com,support@namebright.com,"TurnCommerce, Inc. DBA NameBright.com",0.222,tier3,Electrical Contractor,Beachburg,ON
Lucas Electric,lucaselectric.com,abuse@inames.co.kr,"Inames Co., Ltd.",0.2,tier3,Electrical Contractor,Millbrook,ON
Sim Electrical Contracting,simelectrical.com,domain-abuse@wix.com,Wix.com Ltd.,0.2,tier3,Electrical Contractor,Bowmanville,ON
Simply Smart Solutions Inc,simplysmart.com,abuse@comlaude.com,Nom-iq Ltd. dba COM LAUDE,0.286,tier3,Electrical Contractor,Concord,ON
Greencore Services Inc,greencore.com,registrar-abuse@cloudflare.com,"Cloudflare, Inc.",0.211,tier3,Electrical Contractor,Innisfil,ON
Mendes Electric,mendeselectric.com,abuse-tracker@hostinger.com,"HOSTINGER operations, UAB",0.205,tier3,Electrical Contractor,Hamilton,ON
Ree Electric Ltd,ree-electric.com,supervision@xinnet.com,Xin Net Technology Corporation,0.267,tier3,Electrical Contractor,Brampton,ON
Jl Electric Inc,jlelectric.com,abuse@ionos.com,IONOS SE,0.211,tier3,Electrical Contractor,Midland,ON
Refined Electric Inc,refined-electric.com,domainabuse@tucows.com,Tucows Domains Inc.,0.133,tier3,Electrical Contractor,Hamilton,ON
Northern Sun Solar Group Inc,northernsunsolar.com,abuse-complaints@squarespace.com,Squarespace Domains LLC,0.216,tier3,Electrical Contractor,Murillo,ON
Geebo Electric Inc,geeboelectric.com,domain-abuse@dreamhost.com,"DreamHost, LLC",0.261,tier3,Electrical Contractor,Scarborough,ON
Grounded Electrical,groundedelectrical.com,registry-abuse@nexigen.digital,Synergy Wholesale Accreditations Pty Ltd,0.218,tier3,Electrical Contractor,North Bay,ON
BB & H Solutions Inc,bb-h.com,abuse@wildwestdomains.com,"Wild West Domains, LLC",0.095,tier3,Electrical Contractor,Aurora,ON
Star Service Electrical (Contracting Inc),starelectrical.com,abuse@dynadot.com,Dynadot Inc,0.091,tier3,Electrical Contractor,Mississauga,ON
Mckenna Electrical Services Inc,mckennaelectrical.com,abuse@namecheap.com,"NameCheap, Inc.",0.37,tier3,Electrical Contractor,Toronto,ON
Guide Electric Ltd,guide-electric.com,domainabuse@35.cn,"Xiamen 35.com Information Co., Ltd.",0.316,tier3,Electrical Contractor,Etobicoke,ON
K5 Electric Inc,k5electric.com,abuse@promopeople.com,"Promo People, Inc.",0.348,tier3,Electrical Contractor,St Thomas,ON
Bp Electrical,bpelectrical.com,domainadmin@alpinedomains.com,Alpine Domains Inc.,0.148,tier3,Electrical Contractor,Sudbury,ON
Ch Electric Inc.,ch-electric.com,domain@oray.com,"Shanghai Best Oray Information S&T Co., Ltd.",0.273,tier3,Electrical Contractor,Avonmore,ON
Motor City Controls Corp,motorcitycontrols.com,abuse@enom.com,"eNom, LLC",0.087,tier3,Electrical Contractor,Hamilton,ON
Raj Electricals,rajelectricals.com,abuse@web.com,"Streamline Domains, LLC",0.303,tier3,Electrical Contractor,Kitchener,ON
Evadam Inc,evadam.com,abuse@registrar.eu,Hosting Concepts B.V. d/b/a Registrar.eu,0.195,tier3,Electrical Contractor,Richmond Hill,ON
Electroman,electroman.com,misuse@atom.com,Atom.com Domains LLC,0.4,tier3,Electrical Contractor,Stratford,ON
Dekeyser Electrical,dekeyserelectrical.com,trustandsafety@support.aws.com,"Amazon Registrar, Inc.",0.286,tier3,Electrical Contractor,Elora,ON
Mgd Electric Ltd.,mgdelectric.com,abuse@namejuice.com,"BRANDON GRAY INTERNET SERVICES INC. (dba ""NameJuice.com"")",0.174,tier3,Electrical Contractor,Blezard Valley,ON
Driedger Electric Ltd,driedgerelectric.com,regcompliance@whc.ca,WHC Online Solutions Inc.,0.148,tier3,Electrical Contractor,Port Rowan,ON
York Pro Contracting Group Inc,york-pro.com,abuse@bluehost.com,Launchpad.com Inc.,0.1,tier3,Electrical Contractor,Toronto,ON
Ntn Electric,ntn-electric.com,registrar@inet.vn,iNET SOFTWARE COMPANY LIMITED,0.32,tier3,Electrical Contractor,Oro-Medonte,ON
Tempo Electric Inc,tempoelectric.com,abuse@pairdomains.com,"pair Networks, Inc. d/b/a pair Domains",0.136,tier3,Electrical Contractor,Ancaster,ON
1 T Contracting,1-t.com,abuse@uniregistry.com,GoDaddy Online Services Cayman Islands Ltd.,0.062,tier3,Electrical Contractor,Zephyr,ON
Iec Group Inc,iec.com,abuse@pavietnam.vn,P.A. Viet Nam Company Limited,0.286,tier3,Electrical Contractor,Brantford,ON
Custom Gen Inc.,customgen.com,support@namebright.com,"TurnCommerce, Inc. DBA NameBright.com",0.278,tier3,Electrical Contractor,Wasaga Beach,ON
Axiom Electrical Services Inc,axiom-electrical.com,abuse-complaints@squarespace.com,Squarespace Domains II LLC,0.263,tier3,Electrical Contractor,Ajax,ON
Pace Power Inc.,pacepower.com,abuse@godaddy.com,"GoDaddy.com, LLC",0.3,tier3,Electrical Contractor,Waterdown,ON
CTE Electric,cteelectric.com,compliance_abuse@webnic.cc,Web Commerce Communications Limited dba WebNic.cc,0.25,tier3,Electrical Contractor,Seeleys Bay,ON
Dale Electric,dale-electric.com,domain.operations@web.com,"Network Solutions, LLC",0.3,tier3,Electrical Contractor,Chatham,ON
Evolute Inc,evolute.com,abuse@corehub.net,"COREhub, S.R.L.",0.222,tier3,Electrical Contractor,Toronto,ON
Involta Electric Ltd,involtaelectric.com,abuse@porkbun.com,Porkbun LLC,0.087,tier3,Electrical Contractor,Woodbridge,ON
Meyer Electric,meyer-electric.com,abuse@enom.com,"eNom, LLC",0.111,tier3,Electrical Contractor,Ilderton,ON
Classic Electric Ltd,classicelectric.com,abuse@uniregistry.com,GoDaddy Online Services Cayman Islands Ltd.,0.178,tier3,Electrical Contractor,Windsor,ON
Dueck Electric Ltd,dueckelectric.com,abuse@namecheap.com,"NameCheap, Inc.",0.261,tier3,Electrical Contractor,Princeton,ON
Decast Ltd,decast.com,tld-abuse@nic.ru,"Regional Network Information Center, JSC dba RU-CENTER",0.145,tier3,Electrical Contractor,Utopia,ON
Sebco Electric Ltd.,sebcoelectric.com,domain-abuse@wix.com,Wix.com Ltd.,0.2,tier3,Electrical Contractor,London,ON
CN Power Electric Inc.,cnpowerelectric.com,supervision@xinnet.com,Xin Net Technology Corporation,0.343,tier3,Electrical Contractor,Markham,ON
Auraflow Lighting Inc.,auraflowlighting.com,regcompliance@whc.ca,WHC Online Solutions Inc.,0.296,tier3,Electrical Contractor,North York,ON
Infinity Generation Services Inc.,infinitygeneration.com,registrar-abuse@cloudflare.com,"Cloudflare, Inc.",0.138,tier3,Electrical Contractor,Port Perry,ON
Sparky Mark Inc.,sparkymark.com,abuse@domainbox.com,Mesh Digital Limited,0.174,tier3,Electrical Contractor,Hamilton,ON
Sunrise Electrical & Contracting (Services Inc),sunriseelectrical.com,abuse@bigrock.com,BigRock Solutions Ltd,0.16,tier3,Electrical Contractor,Brampton,ON
Graham'S,grahams.com,domainabuse@cscglobal.com,"CSC Corporate Domains, Inc.",0.286,tier3,Electrical Contractor,Mcgregor,ON
Hit Electric Inc,hitelectric.com,abuse@spaceship.com,"Spaceship, Inc.",0.19,tier3,Electrical Contractor,North York,ON
Applied Electrical Services Inc,appliedelectrical.com,domainabuse@tucows.com,Tucows Domains Inc.,0.125,tier3,Electrical Contractor,Windsor,ON
Zurm Electrical Solutions Inc,zurmelectrical.com,rtr-security-threats@realtimeregister.com,Realtime Register B.V.,0.229,tier3,Electrical Contractor,East York,ON
Lights Out Electric Limited,lightsoutelectric.com,abuse@wildwestdomains.com,"Wild West Domains, LLC",0.278,tier3,Electrical Contractor,Whitby,ON
Home Tech Secure Inc,hometechsecure.com,domainabuse@automattic.com,Automattic Inc.,0.308,tier3,Electrical Contractor,North York,ON
Phillips Electrical Solutions Inc,phillipselectrical.com,abuse@bluehost.com,Launchpad.com Inc.,0.129,tier3,Electrical Contractor,Burlington,ON
Energy Electrical Contracting Ltd,energy-electrical.com,abuse@dynadot.com,Dynadot Inc,0.167,tier3,Electrical Contractor,Uxbridge,ON
S. Electric,s-electric.com,abuse@unstoppabledomains.com,Unstoppable Domains Inc.,0.276,tier3,Electrical Contractor,Mildmay,ON
Mf Electrical Inc,mf-electrical.com,abuse@ionos.com,IONOS SE,0.19,tier3,Electrical Contractor,Thornhill,ON
Current Pro,currentpro.com,abuse@namesilo.com,"NameSilo, LLC",0.211,tier3,Electrical Contractor,Strathroy,ON
Km Electrical,km-electrical.com,abuse@123-reg.co.uk,123-Reg Limited,0.1,tier3,Electrical Contractor,Burlington,ON
Infiniti Solutions Contracting Ltd,infiniti.com,abusecomplaints@markmonitor.com,MarkMonitor Inc.,0.316,tier3,Electrical Contractor,Scarborough,ON
The Power Fix,thepowerfix.com,abuse@godaddy.com,"GoDaddy.com, LLC",0.087,tier3,Electrical Contractor,Oakville,ON
Ecovolt Electric Inc,ecovoltelectric.com,abuse-complaints@squarespace.com,Squarespace Domains LLC,0.229,tier3,Electrical Contractor,Toronto,ON
Nest Light Corporation,nestlight.com,support@namebright.com,"TurnCommerce, Inc. DBA NameBright.com",0.389,tier3,Electrical Contractor,Richmond Hill,ON
Switch Electrical Solutions,switch-electrical.com,verisign@virtuadrug.com,Domain Science Kutatasi Szolgaltato Korlatolt Felelossegu Tarsasag,0.241,tier3,Electrical Contractor,Hunstville,ON
MKP Electric Inc,mkpelectric.com,abuse@ionos.com,IONOS SE,0.2,tier3,Electrical Contractor,Angus,ON
Dcpro Inc,dcpro.com,abuse@namecheap.com,"NameCheap, Inc.",0.286,tier3,Electrical Contractor,Phelpston,ON
West Lighting And Electrical Ltd,westlightingandelectrical.com,abuse@registrar.eu,Hosting Concepts B.V. d/b/a Registrar.eu,0.381,tier3,Electrical Contractor,North York,ON
Jrn Electric,jrn-electric.com,domainabuse@tucows.com,Tucows Domains Inc.,0.077,tier3,Electrical Contractor,Niagara On The Lake,ON
North Star Electric Ltd,north-star-electric.com,registrar-abuse@cloudflare.com,"Cloudflare, Inc.",0.276,tier3,Electrical Contractor,Milton,ON
On Point Electric Inc,onpointelectric.com,abuse@webnames.ca,Webnames.ca Inc.,0.222,tier3,Electrical Contractor,Port Sydney,ON
Elitro Tech Inc.,elitrotech.com,abuse@wildwestdomains.com,"Wild West Domains, LLC",0.143,tier3,Electrical Contractor,Holland Landing,ON
South West Electric,southwestelectric.com,domain.operations@web.com,"Network Solutions, LLC",0.154,tier3,Electrical Contractor,Kincardine,ON
Duke Electric Contracting Inc.,dukeelectric.com,abuse@enom.com,"eNom, LLC",0.118,tier3,Electrical Contractor,Pointe Aux Roches,ON
Grid Point,gridpoint.com,trustandsafety@support.aws.com,"Amazon Registrar, Inc.",0.154,tier3,Electrical Contractor,Mississauga,ON
G.S Electric,gselectric.com,abuse@key-systems.net,Key-Systems GmbH,0.148,tier3,Electrical Contractor,Bath,ON
Safevolt Electrical Ltd,safevolt-electrical.com,domain-abuse@wix.com,Wix.com Ltd.,0.08,tier3,Electrical Contractor,Mississauga,ON
FD Services,fd.com,domainabuse@cscglobal.com,"CSC Corporate Domains, Inc.",0.087,tier3,Electrical Contractor,North York,ON
V & Z Contracting Inc,vz.com,abuse@fabulous.com,"Sea Wasp, LLC",0.182,tier3,Electrical Contractor,Mississauga,ON
Calvert Electrical Solutions Inc,calvertelectrical.com,abuse@support.gandi.net,Gandi SAS,0.222,tier3,Electrical Contractor,Mississauga,ON
Lighthouse Electrical Contracting (Ltd),lighthouseelectrical.com,abuse@melbourneit.com.au,Netregistry Wholesale Pty Ltd,0.348,tier3,Electrical Contractor,Oshawa,ON
Viper Technologies,vipertechnologies.com,abuse@name.com,"Name.com, Inc.",0.24,tier3,Electrical Contractor,Peterborough,ON
Aladdin Electric Ltd,aladdin-electric.com,abuse@bluehost.com,Launchpad.com Inc.,0.286,tier3,Electrical Contractor,Port Sydney,ON
Gk Electrical,gk-electrical.com,abuse@123-reg.co.uk,123-Reg Limited,0.1,tier3,Electrical Contractor,Little Current,ON
Juice Electric,juice-electric.com,abuse@bigrock.com,BigRock Solutions Ltd,0.19,tier3,Electrical Contractor,Cornwall,ON
Ser Electric Inc.,serelectric.com,abuse-contact@publicdomainregistry.com,PDR Ltd. d/b/a PublicDomainRegistry.com,0.279,tier3,Electrical Contractor,Kenora,ON
Elexo Corp,elexo.com,abuse@dreamscapenetworks.com,Dreamscape Networks International Pte Ltd,0.143,tier3,Electrical Contractor,Thornhill,ON
Sherwonto Inc.,sherwonto.com,abuse@spaceship.com,"Spaceship, Inc.",0.222,tier3,Electrical Contractor,Newmarket,ON
Spark Forward Electric Ltd,sparkforwardelectric.com,a-b-u-s-e.whois.field@netearthone.com,NetEarth One Inc. d/b/a NetEarth,0.298,tier3,Electrical Contractor,Etobicoke,ON
Electric Garden,electric-garden.com,abuse-tracker@hostinger.com,"HOSTINGER operations, UAB",0.308,tier3,Electrical Contractor,Coldwater,ON
Astra Energy Ltd.,astraenergy.com,abuse@dynadot.com,Dynadot Inc,0.211,tier3,Electrical Contractor,Kanata,ON
